ItemID,Rating,Spot_pk,Timestamp,UserID,review
메타세쿼이아 가로수길,5,1372,2019.09.30.,ea5ss5,길이 너무 예쁨
메타세쿼이아 가로수길,5,1372,2019.09.28.,ff704n,
메타세쿼이아 가로수길,2,1372,2019.06.16.,aodcq5,입장료?
메타세쿼이아 가로수길,3,1372,2019.06.06.,du0bom,
메타세쿼이아 가로수길,1,1372,2019.06.05.,94kolt,입장료 받는거 어이없음
메타세쿼이아 가로수길,5,1372,2019.06.02.,takip2,죽녹원과 함께 이어져있는데요. 코스 잘짜면 좋은 추억 만들수 있겠네요.
메타세쿼이아 가로수길,2,1372,2019.05.30.,mqup1i,돈 왜 받는지 모르겠음. 컨텐츠는 꼴랑 나무 밖에 없는데  차라리 순천만 국가정원에 있는 메타세콰이어 길이 더 좋은듯 ㅋㅋ
메타세쿼이아 가로수길,1,1372,2019.04.22.,k32m6e,돈을 왜받냐
메타세쿼이아 가로수길,4,1372,2019.03.31.,10a7u8i,
메타세쿼이아 가로수길,4,1372,2018.11.11.,o32059,
메타세쿼이아 가로수길,2,1372,2018.10.14.,8tsb41,사람들이 안좋다고 하는곳은 이유가있음
메타세쿼이아 가로수길,4,1372,2018.06.13.,c1e5n3,
연미산자연미술공원,5,1383,2021.09.13.,9v35fd,"자연 속에 어우러진 미술작품을 감상하고, 또 일부는 체험할 수도 있습니다. 저는 기분좋게 이용했습니다.  다만 명심해야할 것은 전시환경적 특성과 날씨입니다. 1. 산속에 있으므로 유모차 사용불가 2. 어린아이들은 힘들어할 수 있음 3. 모기 장난 아님 4. 마실 물 준비  이건 감안해서 방문계획을 세우세요."
연미산자연미술공원,2,1383,2021.02.21.,vomd9q,2월까지 휴장. 3월부터 재오픈 ㅠ 사진에 비해 그냥 뒷산. 산책로 작품도 별로.. 주차도 넓지않고 박찬호골목길이 더멋짐 ! 신경좀쓰세요들...
연미산자연미술공원,3,1383,2020.12.04.,11tji69,굿굿.  하지만 입장료 오천원 비싼 감이 있다. 여름이나 봄 가을에 야외 의자에 앉아 시간을 보낸다면 그 가격도 나름 괜찮을 수도 있는데 얼마전에 가니 넘 추워서 얼른 따뜻한 곳으로 가고 싶었다. 그래도 사진찍는 재미는 있음
연미산자연미술공원,1,1383,2020.11.21.,srb3ol,2000원  정도면 모를까 주차도 어렵지 시설도 무담덤히지 5000원 이건 아니라고  봄
연미산자연미술공원,4,1383,2020.11.08.,beib97,늦 가을 보내기 좋은 장소입니다.
연미산자연미술공원,5,1383,2020.10.06.,lnih4q,때 마침 예술 작품을 보게 되어 기분 좋네요. 대학 때 배운 내용을 부모님께 설명 드릴 수 있어 잼있네요 ㅎㅎ
연미산자연미술공원,4,1383,2020.09.10.,vatd9n,귀여운 곰이 많아요.
연미산자연미술공원,4,1383,2019.12.15.,14l1vcr,
연미산자연미술공원,5,1383,2019.05.10.,tenikk,
논산딸기축제,1,1392,2020.01.17.,,아 개쌉별로
논산딸기축제,1,1392,2019.12.21.,up0np2,
논산딸기축제,1,1392,2019.03.24.,kj4a8n,축제의 준비도에 비해 사람이 너무 많음. 20대가 가서 놀기엔 살 것도 없고 기대이하
논산딸기축제,4,1392,2019.03.06.,c3cl3b,
논산딸기축제,3,1392,2016.04.09.,10lt33b,4월초
영취산진달래축제,4,1398,2019.04.01.,qqtc5s,"표지판과 사람들 따라 상암초 옆에서 오르기 시작하면 졸지에 45도 경사의 돌무더기 등산 코스. 여수시에서는 난이도 하의 가족 산행이 가능하다고 하나 절대 아님.(..) 돌이 많아 미끄러워 내려갈 때 스틱 없이는 위험할 듯.   대신 로드뷰 상 동진산업개발 옆에서 시작해 W자형의 임도 (상암로) 를 이용하면 시간은 좀 더 걸리지만 간간이 편백나무, 벚꽃도 보..."
영취산진달래축제,1,1398,2019.03.31.,mdbqk4,가지마세요 제발 어제다녀옴 축제 이름 당장 빼고 그냥 동네잔치라고 하시길ㅋㅋㅋ 볼 것 없고 먹을 것 없어요 수원서 놀러왔다가 영취산....  절대 넣치 말아야 할 코스입니다 이축제만요  다만 꽃이 만개하면 걸어볼만하긴 한데 경사가 너무 심하고 돌길이라 어르신들 아가들에겐 지옥길  지금은 꽃도 안핌.... 담주되면 좀 피겠네요...... 온 몸이 쑤셔요 어제...
장고항실치축제,5,1399,2021.04.20.,1boad7r,
장고항실치축제,2,1399,2021.03.31.,s8rtek,한번은 먹을만함
장고항실치축제,5,1399,2021.02.15.,18p3d2b,최고여
장고항실치축제,5,1399,2020.05.03.,8upf73,
장고항실치축제,1,1399,2020.04.29.,f4483r,"소라줍줍 시간 안되서 넷이가  칼국수 시켰더니 김치 두 조각, 깍두기 네개 주고 반찬셀프...양은 냄비 두개에 나눠서 줬는데 국수는 짜고, 해물도 비리고, 국물도 비리고, 반 이상 남겼는데, 살다살다 양평 한정식집 가서 물 말아 먹고온 최악 다음으로 최악. 실치는 몰겠고, 칼국수는 먹지마세요. 먹고도 배고프고, 해물 아까워서 참고 무리하면 소화제 필수코스입..."
장고항실치축제,4,1399,2020.03.31.,159uaro,그런데.  낚시터를. 검색하고. 리뷰하면.  그낚시터에. 대한아무런. 소식. 즉.  소개.  전화. 등.  기타.  가. 전부. 꽝 이예유.  카톡이.  이런거. 하나도. 못하는지.  
장고항실치축제,5,1399,2018.05.20.,l70n4u,실치맛
한진포구 바지락갯벌체험축제,5,1400,2021.01.14.,1a2okuk,
보령천북 굴축제,4,1405,2019.11.16.,13majsh,
부여서동연꽃축제,3,1412,2019.07.09.,emhgre,"2019년 연꽃축제..조금은 실망스러움..? 연꽃 축제라기 보단 품바시장과 같은 분위기....음악 소리, 노래 소리, 북소리가 크게 들립니다...주변에 인근 주민들을 배려하라는 현수막이 걸릴 정도...연꽃을 볼 수 있는 앵글과 포토죤은 손에 꼽힐 정도...개선되길 바라는 점이 많았습니다."
서천 동백꽃주꾸미축제,5,1430,2018.03.15.,g1gt4t,
홍원항전어꽃게축제,1,1433,2019.10.03.,f2h3sf,말만 축제지 형편없네요
장수한우랑사과랑축제,5,1440,2018.09.14.,n2pb3c,"날씨좋고, 하늘좋고, 공기좋고, 사람좋고, 고기좋고, 사과좋고, 장소좋고, 사람 많은것만 빼면 다 좋네요."
직소폭포,5,1450,2021.09.12.,e7imnc,
직소폭포,5,1450,2021.04.27.,1fvfr3q,최고입니다!!
직소폭포,5,1450,2021.04.16.,7kja36,
직소폭포,5,1450,2021.02.26.,1dag5gl,
직소폭포,4,1450,2020.10.20.,d65ker,
직소폭포,5,1450,2020.07.19.,nsanhr,주차료2천원이고 편도4-50분 걸려요 슬리퍼 신고 가면 굉장히 불편하니 운동화 신고 가세요 ㅠㅠ 바람도 잘 불고 멋진 곳 입니다~^^
직소폭포,4,1450,2020.07.11.,col2dj,"일일 주차료 있습니다. 중형차는 2,000원 이었습니다. 입장료는 따로 없고 등산로 가기 전에 벌레기피 스프레이가 무료로 사용 가능해서 좋았습니다.  가족 단위로도 많이 오는데 트래킹 코스 좋습니다. 단, 중간 이후부턴 계단이 많아서 어르신들과 함께는 힘들 수 있습니다~"
직소폭포,5,1450,2020.05.01.,le4lpj,내소사에서 가는 길은 꽤 험난합니다. 내소사에서 바로 가는 길 말고 내소사에서 내려와 원암-재백이고개로 이어지는 코스로 등산하세요. 가는 길이 훨씬 쉽고 더 짧습니다. 그리고 정말 예쁘니 힘들어도 포기하지 마세요!
목포문화의거리,4,1451,2020.06.27.,e9e5k4,
청남대,5,1456,2021.09.08.,17r7hta,지난달 8월 5일 방문 했습니다 방문시. 직원 과 자원 봉사원 분들이 친절히 안내해주셨어요
청남대,5,1456,2021.08.23.,,일주하려면 생각보다 많은 시간이 걸려요. 괜히 대통령 별장이 아니었구나 싶습니다.  아기자기함은 생각보다 적지만 찬찬히 느긋하게 이것저것 구경하며  대통령된 기분으로 바람 쐬기에는 참 좋습니다. 추천합니다~!
청남대,4,1456,2021.08.20.,mefsm4,
청남대,4,1456,2021.08.11.,ajik5f,더운 날씨만 아니었음 많은곳을 걸어봤을텐데...아쉬웠다...매우 잘조성되어있고 풍광이 입구부터 멋지네요...가을에 다시 한번 와야할듯~~
청남대,5,1456,2021.07.02.,1fgfnov,"역사의 진실이 살아있는 곳, 경치도 아름답고 친절도 감사하고 힐링되는 곳이네요."
청남대,1,1456,2021.06.15.,1a2dqsf,"관리요원 ,가이드 별로 마스크 안쓴 사람 통제도ㅠ안함"
청남대,1,1456,2021.03.26.,ei95om,BAD
청남대,5,1456,2021.03.23.,184prbo,like it
청남대,3,1456,2021.03.13.,tl2slb,"철조망이 없었으면 대청호가 더 빛났을것을,,,"
청남대,5,1456,2021.02.28.,mv9k6k,날씨좋을때 또와야지
청남대,5,1456,2021.02.27.,7kd4hn,"역대 대통령들의 산책길 오르막내리막 힘든 곳도 있지만 산책하기 좋아요 예약하고 가면, 더 수월합니다"
청남대,3,1456,2020.11.25.,lg0095,
청남대,5,1456,2020.10.26.,1c4cp6j,역대 대통령들의 역사....
청남대,5,1456,2020.09.11.,7kth69,날씨가 더워서 힘들었는데 날씨만 좋으면 천천히 걸어다니면서 산책하기도 좋고 제 생각에는 유익하게 볼것도 많은거 같네요
청남대,5,1456,2020.09.06.,o4ohrq,대청호를 끼고도는 대통령들의 별장이었던 청남대 한번쯤은 꼭 가봐야할 여행지로 추천합니다. 자전거길도 되어있어 라이딩도 좋습니다
청남대,4,1456,2020.07.23.,14aoqck,산책삼아서 돌아다니면 좋은데 무척 넓어서 쉬엄쉬엄가셔야 됩니다.
청남대,1,1456,2020.07.19.,u5jrfl,
청남대,1,1456,2020.05.22.,dceil6,
청남대,5,1456,2020.03.13.,14p3une,
청남대,1,1456,2020.03.04.,15h9pef,
청남대,4,1456,2019.12.27.,uptcll,"청주여행 가볼만한 곳 청남대는 휴양 중에도 항상 국정을 수행할 수 있는 완벽한 시설을 갖춤은 물론 대청호 상수원 보호를 위해 최고의 수질정화 시스템을 구축, 운영하였다. 2003. 4. 18 노무현 대통령에 의해 관리권이 충청북도로 이양되고 일반인에게 개방되었다. 개방 시간은 오전 10시부터 오후 6시까지고 월요일은 개방을 하지 않는다. 승용차를 이용할 경..."
청남대,5,1456,2019.11.26.,12h2ruf,우리나라를 빛낸 3인의 대통령 김대중 노무현 문재인 
청남대,3,1456,2019.10.18.,euk3b5,트레킹하기 좋은곳 관광지는 아닌 듯 하지만 관리하시는 직원분이 넘 친절해서 단체 어른들 다리 아프신데 건물 식당 잠시 대여도 해주시고 감사했음! 대관할 수도 있었는데 상황이 안되었는데도 딱 잘라 거절않으시고 배려해주신 건 진짜 감사했음
청남대,5,1456,2019.06.17.,gd0b9i,걷는거 좋아하면 추천~~ 여름엔 조금 고역일 수 있습니다만 숲길 들어가면 그늘도 많고 그래요
청남대,3,1456,2019.05.10.,10k2j6v,Presidential House
청남대,4,1456,2019.03.31.,8tkdhm,"봄,가을에 가면 좋은 곳이긴 한데 대통령직 박탈된 전두환이는 좀 빼자.."
청남대,5,1456,2019.01.29.,d355vo,
청남대,5,1456,2018.10.22.,n3uuem,산좋고 물좋은곳 이예요
청남대,3,1456,2018.10.15.,e9e5k4,
청남대,3,1456,2018.06.23.,103o77s,가을에 오면 정말 좋을듯~~
청남대,5,1456,2017.11.01.,gfcat5,최고예요
청남대,1,1456,2017.10.07.,7v523t,최악 주차관리도 똑바로 안되고 매표도 이상하네요..
청남대,4,1456,2017.05.26.,v1vg8o,
청남대,5,1456,2017.05.26.,ko728m,
청남대,4,1456,2016.11.12.,10l7t13,단풍이 정말 아름답다
청남대,4,1456,2016.09.11.,c4iuf1,
청남대,4,1456,2016.03.19.,7nd62j,
유달유원지,5,1457,2020.10.03.,941j47,
유달유원지,5,1457,2020.03.12.,7kmtjf,유달유원지 버스정류장 2번
유달유원지,5,1457,2018.01.11.,ea55d7,좋아요
군내호,5,1458,2019.12.26.,14s02r0,
문헌서원,5,1468,2021.04.10.,138gn0m,조용하니 아주 좋습니다
문헌서원,4,1468,2018.06.23.,7q0b8b,한적하니 좋아요.
임천향교,5,1478,2021.03.29.,13jo0qu,이 동네는 특별나다 향교주차장  바로 옆에 유바카하우스가 있기때문이다 뒷산엔 사랑나무가 있고 대조사가 아름답게 자리잡고 있다 마을 자체가 기품이 있고 짜장면 가게도 많이 보인다 
논산 충헌사,4,1496,2018.06.28.,m3nvu4,
천안향교,5,1500,2020.08.20.,8pj0a3,천안향교 촬영자 : www.LPH.co.kr  기종 : Mavic pro (사진을 무단 사용할경우 저작권법률에 위배될수 있습니다. 사진사용문의:1523115@gmail.com)
베어트리파크,5,1503,2021.09.13.,156c00h,조경도 깔끔하고 예쁘게 되어 있어요. 그리고 올해 태어난 새끼곰 두 세마리가 있더라고요. 아주 귀여워요^^ 그런데 유리벽 시멘트 안에 아기곰을 두셨더라고요.. 좀 마음이 아팠어요 ㅠ  밑에 댓글도 그런 부분 지적하시고..  야외방사장이 마련되어야 하지 않나 싶어요.  (여기 식물 굉장히 잘 관리 되고 있으니 하실 수 있으실 듯 한데.. 요즘에 나무 한 그루...
베어트리파크,3,1503,2021.09.12.,ujul10,조경이 정말 이쁘고 잘되어있더라구요! 근데 좁은 우리안에 너무 많은 곰들이  들어가있어 좀.. 보기 불편했어요 ㅜㅜ 한 열마리 있을까 하고 갔는데.. 엄청 많더라구요.. 바닥이 잔디나 흙으로 하고 좀 더 넓었으면 좋겠어요.. 무슨 인공연못보다 우리가 더 작나요ㅠㅠ 곰들 복지 부탁드립니다..ㅜㅜ  곰들이 귀여우나 마음이 좀 아팠네요
베어트리파크,5,1503,2021.08.18.,1l7b20h,곰이 손을 흔듦. 곰먹이 주는게 그렇게 재밌는지 살면서 처음 느낌. 볼거리가 엄청 많다는..근데 기념품 가게에서 비누랑 베쓰밤 좀 비싸게 주고 샀는데 미국에서 수입된 물건들이라 아쉬웠음. 한국물건들이 많았으면~하지만 곰 열쇠고리는 귀여웠음.
베어트리파크,5,1503,2021.08.17.,litmd4,곰
베어트리파크,4,1503,2021.08.13.,95assl,
베어트리파크,5,1503,2021.07.29.,1ktppif,
베어트리파크,5,1503,2021.07.03.,1k4a7pk,
베어트리파크,1,1503,2021.05.05.,1265pjh,비싸요 소문난 잔치에 먹을 것 없는 느낌
베어트리파크,5,1503,2021.05.02.,9ibg0r,좋아
